	Ratings	Comments
3423	Rated 1 stars out of five stars	Can not see product for top and bottom information
3424	Rated 1 stars out of five stars	The app is difficult to navigate through
3429	Rated 1 stars out of five stars	it hasn't worked since new year
3434	Rated 2 stars out of five stars	Slow. Not enough search options.
3451	Rated 1 stars out of five stars	Takes you thru too many changes just to get information about your purchase! 😡
3455	Rated 1 stars out of five stars	Slow slow slow. why so slow?
3461	Rated 1 stars out of five stars	Haven't been able to access it for weeks.
3468	Rated 1 stars out of five stars	since update on my phone app not acting right
3470	Rated 1 stars out of five stars	Unable to enter in security code
3483	Rated 1 stars out of five stars	I was not able to use my discount and that was my reason for downloading.
3497	Rated 2 stars out of five stars	downloaded app for discount and did not get
3503	Rated 2 stars out of five stars	App stops loading results after 20 or so.
3504	Rated 1 stars out of five stars	Paying and submitting orders are constantly a problem
3507	Rated 2 stars out of five stars	Has features, but dont work well.
3512	Rated 2 stars out of five stars	I should have star rewards but nothing is loading
3542	Rated 1 stars out of five stars	Doesn't work for Samsung galaxy tablet
3544	Rated 1 stars out of five stars	app wont download on my phone
3549	Rated 2 stars out of five stars	Every week or so has to be updated ....
3550	Rated 1 stars out of five stars	Can not update. Not downloading
3555	Rated 1 stars out of five stars	not working giving a network error msg.
3560	Rated 1 stars out of five stars	Updates have ruined what used t be a great app
3568	Rated 1 stars out of five stars	it would not let me long in
3594	Rated 2 stars out of five stars	can't find what I am looking for
3607	Rated 1 stars out of five stars	wouldn't open on Galaxy phone!
3614	Rated 2 stars out of five stars	App keeps stopping while in uses!
3618	Rated 1 stars out of five stars	Didn't get 25% off as stated
3629	Rated 2 stars out of five stars	App will not filter items.
3637	Rated 1 stars out of five stars	Kept crashing. Too much hassle
3640	Rated 2 stars out of five stars	Every month the app needs updating
3643	Rated 2 stars out of five stars	terrible always on the app
3648	Rated 2 stars out of five stars	Not able to edit QTY in cart
3652	Rated 1 stars out of five stars	No 25% off to get app on cologne
3653	Rated 2 stars out of five stars	Cr@p App isn't user friendly at all
3667	Rated 1 stars out of five stars	This app sucks I can't even pay my bill now!
3670	Rated 1 stars out of five stars	Won't download after update
3671	Rated 1 stars out of five stars	Even less useful than their parades
3683	Rated 1 stars out of five stars	Pick up in store keeps saying error
3686	Rated 1 stars out of five stars	The app never is able to load
3687	Rated 1 stars out of five stars	It just keeps saying download pending
3696	Rated 2 stars out of five stars	just installed this updated version
3698	Rated 1 stars out of five stars	no image really slow.
3703	Rated 1 stars out of five stars	because it's too far away
3704	Rated 2 stars out of five stars	Doesn't seem to work very often.
3710	Rated 1 stars out of five stars	cannot get ad off an unrelated app - BAD
3715	Rated 1 stars out of five stars	Cant download new updated app.
3725	Rated 2 stars out of five stars	Always crashing and logging me out
3734	Rated 1 stars out of five stars	Couldn't place order.
3746	Rated 1 stars out of five stars	hard time changing my password
3760	Rated 1 stars out of five stars	Just a terrible app.
3775	Rated 1 stars out of five stars	very good condition
3785	Rated 1 stars out of five stars	I wanted to get uggs but Macy's is too expensive😭😣😣
3789	Rated 1 stars out of five stars	poor. doesnt download
3800	Rated 2 stars out of five stars	app is hanging a lot
3820	Rated 1 stars out of five stars	no white wedding dresses
3826	Rated 1 stars out of five stars	Its to difficult. Needs changes
3830	Rated 1 stars out of five stars	Doesn't load the page.
3843	Rated 1 stars out of five stars	It's horrible
3845	Rated 2 stars out of five stars	Can't get my cvv number in
3851	Rated 1 stars out of five stars	not enough time
3852	Rated 1 stars out of five stars	Does not work, it sucks.
3872	Rated 1 stars out of five stars	Won't let me shop.
3877	Rated 1 stars out of five stars	can't see any pics
3928	Rated 1 stars out of five stars	worst delivery service
3959	Rated 1 stars out of five stars	IT NEVER LOADS!! 👊👊👊😲🖕
3964	Rated 1 stars out of five stars	Doesnt load properly
3967	Rated 1 stars out of five stars	I'ts not for me
3970	Rated 1 stars out of five stars	Is dodo like your fortnite skills boi
3998	Rated 2 stars out of five stars	ENOUGH WITH THE UPDATES
4002	Rated 1 stars out of five stars	doesn't work
4013	Rated 2 stars out of five stars	Redesign the app
4031	Rated 2 stars out of five stars	Love it thank you
4064	Rated 1 stars out of five stars	No good at all
4092	Rated 1 stars out of five stars	App updates too often
4115	Rated 1 stars out of five stars	Cant get it updated
4248	Rated 1 stars out of five stars	"Terrible app. terrible customer service. 25% first time app offer is a lie. Its there when you checkout but its greyed out under the category ""Unapplicable to this order"". Immediately uninstalled"
4250	Rated 1 stars out of five stars	"worked sometimes price checking items is the store on my Verizon Samsung Galaxy s7 a couple of years ago. it was hit and miss and unreliable. June 2019 installed it on Verizon Samsung Galaxy S10+ and the scanner does not work at all with the little circle going round and round. At Macy's with all sa...
Full Review"
4252	Rated 1 stars out of five stars	they said they'll give me 25% off my purchase after downloading the app and they didn't. false advertisement. They suck!
4254	Rated 1 stars out of five stars	NO 25% OFF FOR 1ST APP PURCHASE. WILL UNINSTALL IMMEDIATELY. HATE TO BE MANIPULATED!
4255	Rated 1 stars out of five stars	"The app has always been glitchy, but now it just crashes upon attempted opening. Their mobile website is garbage too. Ultimately, I am grateful for the poor execution of technology. Not being able to check out my cart during sales on a few occasions has saved me hundreds, if not thousands, of dollar...
Full Review"
4256	Rated 2 stars out of five stars	Embarrassingly bad app. Guessing that it was created by someone's idiot brother-in-law. Clunky and annoying to use. The filter activities are egregiously horrific, in particular.
4257	Rated 2 stars out of five stars	lot problems with the app. mostly is not responding or wait o close the app and starting again... my wifi speed is the best
4258	Rated 1 stars out of five stars	06/14/2019 after last update, app crashes whenever I try to open Macys credit card info
4260	Rated 1 stars out of five stars	have not use the app as yet so I can't answer the questions the question should come after the app has been used how can you rate some thing you have not used
4266	Rated 2 stars out of five stars	When I can I enjoy going to Macy's store I enjoy because everythings they sell is Amazing. My friends ask me where I buy or have bought my clothes and I recommended this store.
4268	Rated 2 stars out of five stars	Doesn't fit well on android tablet. Photos are distorted.
4275	Rated 1 stars out of five stars	It used to be great but it hasn't worked for weeks. I have uninstalled and reinstalled to no avail.
4278	Rated 1 stars out of five stars	Price scanner is no longer functional. which is really kind of the whole point
4282	Rated 2 stars out of five stars	Some photos claim to be loaded, but never show up. Internet connection is full strength.
4586	Rated 1 stars out of five stars	I've been trying to update my account for days so I can track my orders. Everytime it starts installing I get an error. This needs to be fixed immediately!w
4592	Rated 1 stars out of five stars	Your app is not working right sense the last 2 updates !!!! App keepes saying network is off line !!! Than says opps we don't know what happened !!!! My phone is fine your app is broken !!! Either fix it or find someone who knows how to do the job right!!!
4596	Rated 1 stars out of five stars	this app gives me too many problems. it kicks me off all the time
4600	Rated 1 stars out of five stars	Update doesn't work and then blocks app from operating.
4616	Rated 1 stars out of five stars	just did an up date May 30.
4619	Rated 1 stars out of five stars	worst customer service
4652	Rated 1 stars out of five stars	Terrible.
4815	Rated 2 stars out of five stars	its nice
4830	Rated 1 stars out of five stars	stressful
4831	Rated 1 stars out of five stars	terrible
4962	Rated 1 stars out of five stars	nice
4970	Rated 1 stars out of five stars	Infinite scroll never works. I can never see all my options and just give up.
4973	Rated 1 stars out of five stars	lousy app
