,Ratings,Comments
2109,Rated 4 stars out of five stars,im lovinv the app plus when i go pick up my order Mrs.Mary from macys orland fashion square she such a wonderful person😁
2110,Rated 5 stars out of five stars,"I believe I use this app almost daily. Its great! In store feature is perfect. Used the new scan and pay recently and it is so easy. Only area where improvements can be made, inventory information. When shopping I noticed items online will show not available at a particular location. Literally have ...
Full Review"
2111,Rated 5 stars out of five stars,my experience was extraordinary
2112,Rated 5 stars out of five stars,"Love this app. It's very easy to use. Right now, I am housebound because of surgeries, so this app is a blessing. The only thing I have a problem with is buying clothes from app. I'm very hard to fit and have tried using the app to buy clothes but end up returning most. I don't know if this can be ""...
Full Review"
2113,Rated 3 stars out of five stars,"It's more convenient then the mobile site, but like the mobile site it routinely doesn't work. It says ""we're experiencing difficulties"" so often that I loathe to shop online here. The app will crash or get stuck and if you're in a hurry, forget it. Also if you want to clear things out of your cart ...
Full Review"
2115,Rated 5 stars out of five stars,Macy's is awesome!!!
2116,Rated 3 stars out of five stars,"I've been buying from Macy's for years but just recently discovered this app. I like the convenience and Online deals. I'm old school, so some things I prefer to see in the store. I will say that I was looking for a coat for the winter and when I did the sizing on the app, it was correct. I still we...
Full Review"
2117,Rated 5 stars out of five stars,they're one of the best stores
2118,Rated 5 stars out of five stars,we have good experience thanks
2119,Rated 5 stars out of five stars,love this app..easy to use
2121,Rated 5 stars out of five stars,very simple to use
2123,Rated 5 stars out of five stars,"The app works great, makes it efficient to shop. I like notices that things on my list are on sale. Only real issue is that colors in images have been distorted/over-corrected and as a result, the color of something you order is frequently a surprise. Also wish the true-fit feature that is associate...
Full Review"
2124,Rated 5 stars out of five stars,"good sales, return friendly."
2125,Rated 5 stars out of five stars,this is my favorite store
2128,Rated 4 stars out of five stars,crashes from time to time
2129,Rated 5 stars out of five stars,"Always, you are the best !"
2130,Rated 5 stars out of five stars,Macy's is my favorite place to shop
2131,Rated 5 stars out of five stars,Great User Experience!!!
2132,Rated 5 stars out of five stars,Love love the Macy's app.
2134,Rated 5 stars out of five stars,"Love it. I do not use the app as my main source for ordering, I use the website for that, but I love to pull up the app while I am out and about to check on items and see what's new. I also LOVE to window shop when I have a few minutes to spare. I open the app, pin down the search options (last act,...
Full Review"
2135,Rated 5 stars out of five stars,"I Love to Shop at Macy's and Online specially because I can choose my cloths, kitchenware, shoes makeup gifts and many more. !!! I can also put aside my List so when it comes on sale I receive email. I also love shipping text messages so we can track our package even when we are not at home. Great j...
Full Review"
2136,Rated 5 stars out of five stars,super fast and easy to use
2137,Rated 5 stars out of five stars,easy to navigate...love it
2140,Rated 5 stars out of five stars,love it!!!always can find a sale
2141,Rated 5 stars out of five stars,"I love all Macys products. But please make a good bargain for senior citizen. ☺ i shop there a lot. I needed a good boots but i cant afford it. I love the clothings shoes etc Macy got in store. It always makes people come back! I love the purses i got one Michael Korks and i love the shoes n boots! ...
Full Review"
2142,Rated 5 stars out of five stars,It Is Always Great Shopping For Deals
2145,Rated 5 stars out of five stars,awesome selection. I love Macys
2146,Rated 5 stars out of five stars,Love using the app.
2147,Rated 3 stars out of five stars,"Easy to search, but a pain in the butt when u click on an item and go back to the main search. you have to start from the very beginning again. searching through your wishlist is equally a pain, for the same reason."
2149,Rated 5 stars out of five stars,accurate and entirely what I ordered
2151,Rated 5 stars out of five stars,I always thought macys was too expensive for me to shop there.But they honestly arent. I always find exactly what I want and I can afford it.I LOVE MACYS THEY HAVE THE BEST DEALS AND I KNOW IF I'M BUYING FROM MACYS I KNOW THE QUALITY IS GONNA BE A 10!!!!!!! LOVE LOVE MACYS!!
2152,Rated 5 stars out of five stars,"Wonderful for on-the-go shopping but really helpful for in- store use! If I don't have time to try on items, I just scan the tag and view it on a model. Great, too, for ordering a size, on the spot, should the size not be in stock at the store! All good thoughts and compliments to the developers of ...
Full Review"
2153,Rated 5 stars out of five stars,"one of the very best ""app experiences"" that I have found among the ""real store"" sites. I love Macy's store ""app"" quick, easy, and their site responds quickly, which is quite rare!"
2154,Rated 4 stars out of five stars,Like the great sales. But don't like trying to return items. As you return them back to me again! Then I have to drive back to UPS Store!! Then return them for the 2nd time!! That's a lot of my time!! Not HAPPY AT ALL WITH MACY'S!!!🤬😡
2155,Rated 5 stars out of five stars,quality items and amazing sales!
2156,Rated 5 stars out of five stars,very friendly and ease to browse
2159,Rated 5 stars out of five stars,great for online shopping
2160,Rated 5 stars out of five stars,nice places and excellent services
2161,Rated 5 stars out of five stars,great items and easy purchasing
2162,Rated 5 stars out of five stars,"Excellent service by staff and a beautiful selection of items in a department store, I love Macy's Thanksgiving Parade! They begin the holidays season for me at Their parade. Magic! Believe!"
2163,Rated 5 stars out of five stars,very nice and fast thanks
2165,Rated 5 stars out of five stars,Love this app! Easy to find the designers you love and shop them. Create a list of items you would like to buy and put them on your list. Go straight to your list on any visit. Receive emails of items on your list that go on sale. Love Macy's!
2166,Rated 5 stars out of five stars,"Great App!!! easy access to the site and your account. Everything is right where you need it. Easier to look up orders and track your packages. Overall, it's very user friendly and useful."
2167,Rated 5 stars out of five stars,love shopping at Macy's.
2168,Rated 5 stars out of five stars,the app is very convenient
2169,Rated 3 stars out of five stars,easy to log into and Shop
2170,Rated 5 stars out of five stars,like Macy's app. you will find good deal on
2171,Rated 5 stars out of five stars,Easy to find what you need. I did my shopping online for black Friday no need to wait long lines shipping was free or you can also pick up at the store which is awesome. Also you can apply your coupons and Dave even more!!!
2173,Rated 5 stars out of five stars,great place to shop...
2174,Rated 5 stars out of five stars,Very good service. I waited a little longer than the expected date for a cashmere sweater but they shipped it 2nd day air. I appreciate they found the item as it went out of stock online right after I ordered it. I love the sweater.
2176,Rated 5 stars out of five stars,"The Macy's app is so user-friendly - I love it. Searching for what I'm looking for is so much easier, it automatically saves coupons and discounts to my wallet so I don't miss out on any sales, I like that I can track my packages in just a few clicks and the ease of checkout makes shopping easier an...
Full Review"
2177,Rated 5 stars out of five stars,Good service & quality TY.
2178,Rated 5 stars out of five stars,"always a wonderful and exciting time shopping here at Macy's in Victoria Garderns,in Rancho Cucamonga. The makeup staff at Chanel was wonderful Holden was Terrific ! And not only that my sister won a free pair of Spring / Summer sandles. what a great day hanging with my sister in law. Macy's = Famil...
Full Review"
2180,Rated 5 stars out of five stars,Always find great buys for kitchen and dining!
2182,Rated 5 stars out of five stars,i all the sell are affordable
2185,Rated 3 stars out of five stars,cannot delete items from cart
2186,Rated 5 stars out of five stars,"Always quality!!! MACY'S department store is one of the best! For me it ranks high in quality, value, and customer service!!! I have never ordered from a store online where the merchandise fits me everytime! That's quality!!! I highly recommend Macy's department store!!!"
2187,Rated 5 stars out of five stars,Nice and easy !!!
2188,Rated 5 stars out of five stars,I love Macy's app. The experience of online shopping using this app is so accessible. The app is easy to navigate. Way to go! Great job! Keep it up! Thanks Macy's.
2189,Rated 5 stars out of five stars,best app for shopping retail online
2190,Rated 5 stars out of five stars,the best of the best
2191,Rated 5 stars out of five stars,always a great place to shop love Macy's
2192,Rated 5 stars out of five stars,very easy and convenient.
2194,Rated 5 stars out of five stars,"Macy's App is functional, practical, and user-friendly. Very convenient for customers to use Macy's App for online shopping. Excellent customer service! Thanks."
2196,Rated 5 stars out of five stars,always find something i need
2197,Rated 3 stars out of five stars,Line 2 of address must be filled or order will not finish. We don't have a second line so had to mess with address to finish order. Also you could not reduce number of items in cart once ordered. Not a good process. Also you need to show what is being shipped and what is to be picked up.
2198,Rated 5 stars out of five stars,great. love Macy's!!
2199,Rated 5 stars out of five stars,"I really like this app, no problems at all"
2200,Rated 5 stars out of five stars,I love it . very easy to use
2202,Rated 5 stars out of five stars,"I'm in lOVE with the MACY'S app! It's completely user friendly and so much easier than going to the store. And they have a much bigger selection online, even though my store is one of the bigger ones.."
2205,Rated 3 stars out of five stars,"I called to place an order I had $197 worth of stuff that I had picked out online I gave the customer service my bag number and my credit card number and she said she would place the order and then she cut me off sent me somewhere else I called back to customer service and she did not even place my ...
Full Review"
2206,Rated 5 stars out of five stars,I love shopping at Macy's!
2207,Rated 4 stars out of five stars,"I love to shop with Macy's. Overall the mobile app works great. Now & again, I have minor issues obtaining all the info I want so save things to my cart and check it all on my desktop to make final decisions."
2210,Rated 5 stars out of five stars,"Despite being a higher caliber store, i almost always am able to find very affordable clothing. My favorite is the Karen Scott line. The quality of fabric is extremely superior and they last well and wear is very good."
2212,Rated 5 stars out of five stars,Easy and efficient to use.
2213,Rated 3 stars out of five stars,"something is wrong with my Macys App. i Cant see the Product, once i click on it. I deleted the App. Now im trying to get it back, its says downloading. Thank God its Free."
2215,Rated 5 stars out of five stars,very good app easy to use
2216,Rated 5 stars out of five stars,great never had a problem
2217,Rated 4 stars out of five stars,"This app was very wel written, the design and flow are awesome and so much content was added to the app so no questions were left unanswered. The only negative I found was that it was very slow."
2219,Rated 5 stars out of five stars,great experience and easy
2220,Rated 5 stars out of five stars,Good app - lots of fun!
2221,Rated 5 stars out of five stars,The app is a great way to see what's in stock at a certain store and also see what's on sale! I love that it was easy to incorporate my Macy's card and Star Rewards into the app and my online order! Macy's has earned themselves a regular shopper (store and app)!
2222,Rated 5 stars out of five stars,I have gotten some great ideas and gifts for the past holiday season. The shipping has been on time. I enjoyed having to get my gifts without the usual running around.
2223,Rated 5 stars out of five stars,I love looking for good products on the Macy's app. I really prefer when I find a great product on the app to buy. They have some great special offers with the purchase of product
2224,Rated 5 stars out of five stars,"Couldn't see images after updated, please fix."
2225,Rated 5 stars out of five stars,love the rewards and % off items
2227,Rated 4 stars out of five stars,nice when u are looking for something special
2228,Rated 5 stars out of five stars,"Absolutely Wonderfully Easy Pleazy! It'll let you know when great deals are going on and I love the fact that I can have choice of store pick up or sent to my home! It's Sooooooooooo convenient and now I'm a #1 Macy's Fan. Thank you for make my Shopping soooooo much faster, funnier and quicker."
2229,Rated 5 stars out of five stars,bought beautiful diamond earrings
2230,Rated 4 stars out of five stars,The only issue I have is when I'm making a payment through the app it doesn't always let me change the amount. I like to pay my full balance as opposed to just paying the minimum. Hopefully that's been addressed.
2231,Rated 5 stars out of five stars,"I love to shop at Macy's the staff's are very nice well trained and profession and polite especially at the fine jewelry department all my jewelry are from Macy's joanne service were always outstanding all the time she is honest,patients kind and loving she is one of the best"
2232,Rated 5 stars out of five stars,"The graphics are very good and the app is also very user friendly. The only drawback that I could find is having one of my favorite shopping establishments always at my fingertips!! ( I must learn to control my spending ) Thanks for a great app, Blake"
2233,Rated 5 stars out of five stars,up to Date Info!!!
2235,Rated 4 stars out of five stars,I haven't had any problems.
2236,Rated 5 stars out of five stars,I love my Macy's app. Christmas shopping was a breeze this year using my app. I was able to quickly scan and locate items within the store as well as purchase items online that weren't available for in-store purchase. Macy's you got it right with this app.
2237,Rated 5 stars out of five stars,Love shopping at Macy's!
2238,Rated 5 stars out of five stars,it was fine
2239,Rated 4 stars out of five stars,"This ap is great and makes shopping way too easy!! Be careful lol! Only reason not rated higher is that it blocked me from viewing one of my biggest orders and I can't check status, which makes it where I can't tell what's going to be delivered or when."
2240,Rated 3 stars out of five stars,"Decent app, but I had problem with accurate promotional prices displayed. Had to place the order over the phone. Customer service agent was very friendly and helpful."
2242,Rated 3 stars out of five stars,App is very annoying because you can't click on an item from a previous order and see the description and current price. Many other annoyances as well. Also scanning in store is problematic because the wifi is useless and you can't get a cellular signal either.
2243,Rated 5 stars out of five stars,excellent clearance desl soo good.
2244,Rated 3 stars out of five stars,"It's an easy app to use, but sometimes when you select to sort by price, it only shows 20 items and doesn't let you see the rest of the items in your search."
2245,Rated 5 stars out of five stars,very good application and easy to use.
2247,Rated 5 stars out of five stars,it's a useful and practicle App
2248,Rated 5 stars out of five stars,great app...love it!
2249,Rated 5 stars out of five stars,I love my Macy's store
2250,Rated 5 stars out of five stars,"Very good, visually better options."
2251,Rated 5 stars out of five stars,I love that you can scan and buy things with the app in the store and skip the checkout line. The coupons automatically apply as well.
2252,Rated 5 stars out of five stars,"Very happy with my product it came in wrapped beautifully. It came in just in time for Christmas. Shipping was maybe only a week. It took me a long time to figure out what I wanted and the deals for Cyber Monday was great. I saved about $ $35 on my mom's favorite lipsticks from Mac. It included a gi...
Full Review"
2256,Rated 5 stars out of five stars,fast and easy to shop
2257,Rated 5 stars out of five stars,Great App for Everything Macy's
2258,Rated 3 stars out of five stars,these apps keep blinking out
2259,Rated 3 stars out of five stars,"I am computer literate and the app does not make it obvious how to apply a discount, then obtain pricing for an item in my bag... it implies I have to telephone my order."
2260,Rated 5 stars out of five stars,Fantastic! Great app!
2261,Rated 5 stars out of five stars,very easy to use love it
2262,Rated 5 stars out of five stars,great app. Easy to use.
2264,Rated 5 stars out of five stars,Great customer service
2265,Rated 5 stars out of five stars,i find it hard to determine when my macys bill is due
2266,Rated 5 stars out of five stars,Great app. Comfortable to review and buy products. This is very convenient to customers because it saves time and reduces rate of product returns per purchase.
2267,Rated 4 stars out of five stars,great app easy to use.
2268,Rated 5 stars out of five stars,love it best customers service
2269,Rated 4 stars out of five stars,The improvements on the app have definitely helped. One more suggestion would be to prevent the jumping back to home page and also having to log in twice to get to the credit card.
2270,Rated 5 stars out of five stars,convenient. love it.
2271,Rated 4 stars out of five stars,Love the Macy's app!!
2272,Rated 4 stars out of five stars,I love it!!!
2273,Rated 5 stars out of five stars,great app all i need is there
2275,Rated 3 stars out of five stars,"overall good. wish it didn't make start my search all the way over when I click on shop and wish there was a way I could filter the stuff my coupons/discounts are eligible for. overall I found what I was looking for, paid and got notified 😄"
2276,Rated 4 stars out of five stars,luv to shop on line
2277,Rated 5 stars out of five stars,I love Macy's
2278,Rated 5 stars out of five stars,I 💓 MACY'S!!!
2279,Rated 5 stars out of five stars,I love Macy's
2280,Rated 5 stars out of five stars,Love Macy's u can always find something on sale 👍👍👍
2281,Rated 5 stars out of five stars,I love Macy's and Their APP
2282,Rated 4 stars out of five stars,"This app is great. However, I would love to be able to do returns/exchanges on it. Also still some minor glitches when shopping for products."
2283,Rated 5 stars out of five stars,i always find great sales
2284,Rated 4 stars out of five stars,Most of my returns were do to fabrics.
2286,Rated 5 stars out of five stars,thanks easier to use.
2287,Rated 4 stars out of five stars,"Far easier to limit searching to items you truly want to see specifically, rather than poring over numerous items unsuitable or unwanted. Saves time and reduces frustration."
2290,Rated 5 stars out of five stars,Great customer service.
2291,Rated 5 stars out of five stars,Easy to look and shop.
2293,Rated 4 stars out of five stars,"Pretty good app overall. I just don't like that sometimes it'll say you have 1,000 items in a category but when you scroll to view it only let's me view like 100 items and there wasn't a view more button. I have not made a purchase through the app yet though."
2294,Rated 5 stars out of five stars,Good products and bargains
2295,Rated 4 stars out of five stars,Mostly a positive experience every time I use it. Only minor issues with search occasionally is why I didn't give it a 5.
2296,Rated 5 stars out of five stars,"easy shopping, good images"
2297,Rated 3 stars out of five stars,"I will look up an item to see if it is available in store, or scan an item while in store, and the app says there are no items in store... and I am holding it in my hand! WTH?!?! It is not very accurate."
2298,Rated 4 stars out of five stars,good work keep it up!
2299,Rated 5 stars out of five stars,Love that I can see my saved items and account info. LOVE that I now get emails when my saved list items are on sale. App is so much easy to use.
2300,Rated 5 stars out of five stars,I shopped Macy's store during christmas. Everything was received on time and on sale. Love Macy's. Will continue to shop here.
2301,Rated 4 stars out of five stars,I've enjoyed the app
2304,Rated 5 stars out of five stars,I love this app
2305,Rated 3 stars out of five stars,"App works fine but cannot be used over a VPN. Having to log out and in of the VPN is an unnecessary aggravation. If banks, brokerage firms and other department stores can make their apps VPN friendly why can't Macy's?"
2306,Rated 4 stars out of five stars,awesome app! love it!
2307,Rated 5 stars out of five stars,easy and friendly to use
2308,Rated 5 stars out of five stars,always good offer and prices
2310,Rated 5 stars out of five stars,"Easy to set up, you can check the merchandise availability while you're in the store. Simple process for shipping as well. Fantastic!"
2311,Rated 5 stars out of five stars,Macy's is my favorite store in the entire world ... the one thing I hate is that there are a lot of people that feel the same way and when they have sale items that are amazing the item sale out and it doesn't tell u until u check out. This sucks #needrainchecks
2312,Rated 5 stars out of five stars,I love shopping here
2313,Rated 5 stars out of five stars,all went well on purchase
2314,Rated 5 stars out of five stars,I love the app. It's easy to keep up with the sales.
2315,Rated 5 stars out of five stars,Convenient and easy to use. Love the store mode which allows you to scan price tag for pricing as well as let's you know about merchandise availability in the store you are in.
2316,Rated 5 stars out of five stars,good customer service.
2320,Rated 5 stars out of five stars,"It's great. Shopping is easy and I love the shipping, they alert me about what is being shipped and when. Best of all they tell me that it has arrived at my residence. Who could ask for more. Thanks Macy's."
2321,Rated 5 stars out of five stars,its awesome to used the apps
2322,Rated 5 stars out of five stars,I really like the deals.
2323,Rated 5 stars out of five stars,I find what I want easily. Even things I don't want but need at the time I see them. love the ability to pay my bill from the same place.
2325,Rated 5 stars out of five stars,love it. so convenient
2326,Rated 5 stars out of five stars,All orders arriving on time!! I have never been disappointed with my purchases and I have been buying here for at least 3 years!!! THANKS MACY'S FOR YOUR GOOD CUSTOMER SERVICE EXPERIENCES!!
2327,Rated 4 stars out of five stars,"Great app, but hard to browse for specific items with filters. Not as good as Amazon or eBay, but I ended up buying most of my Christmas shopping here anyways because I knew exactly what I was looking for. Way more perks for Macy's card holders..."
2328,Rated 5 stars out of five stars,Great. Love the store
2329,Rated 4 stars out of five stars,"This app is way to easy to use! I have spent more money in the last month at Macy's, then I did all of last year. So you have been warned! lol. it is very helpful and fun."
2330,Rated 5 stars out of five stars,my favorite stress reliever
2331,Rated 5 stars out of five stars,it works extremely well.
2333,Rated 5 stars out of five stars,"I love Macy's. I have been a customer for years. I get nervous when I go on line thinking I might mess up, so I don't order. I will shop soon and try it out. Thanks."
2334,Rated 3 stars out of five stars,"easy to use but I don't like that once you make a purchase, there is not a way to modify, cancel or contact macys via phone."
2335,Rated 5 stars out of five stars,Easy to use for shopping
2336,Rated 5 stars out of five stars,"Love the app. Nothing better then shopping on your phone, skipping the lines and crowds and then coming home to your order on your front porch. Its genius. Everyone's doing it. Why aren't you?"
2337,Rated 5 stars out of five stars,"Noticed positive changes to the app before being made aware of the upgrades...more choices, easier navigation and loads more quickly. Bravo, Macy's!"
2338,Rated 5 stars out of five stars,easy to use ... love it
2340,Rated 5 stars out of five stars,macy's is the best no matter what you use ether the app or go to the website and to the store well little crazy but still is the greatest store if you go in the store hello if you walk out empty handed you will regret
2341,Rated 3 stars out of five stars,"the app is helpful in some points but when you check out with the app and I go to the register is a waste of time becouse you have to be in line to show then you purchase and the cashier dont have any knowledge how to use the app so if you are in the hurry is better you go straight to pay in the reg...
Full Review"
2342,Rated 4 stars out of five stars,"its great except the points issue thats confusing for ppl that dont pay attention to every little detail about how to exactly get star awards I mean come on its the holidays who has time to recheck and make extra sure ur logged on to a 2nd and different program in order to get points in the star awa...
Full Review"
2345,Rated 5 stars out of five stars,I love Macy's and I love Macy's app. I always have. They are just a stellar and exceptional company in the midst of everything that's wrong with corporate America. Macy's stands alone. They are fabulous.
2346,Rated 5 stars out of five stars,awesome and easy to use.
2348,Rated 4 stars out of five stars,Overall good app. Like browsing on my downtime or while waiting. Sometimes app is slow or glitches. And things on wishlist become unavailable often. But would still recommend
2349,Rated 5 stars out of five stars,always a good experience
2350,Rated 5 stars out of five stars,"So far my shopping at Macy's has been great, no problems at all and they're friendly, they're very accommodating to the customer s and answers all of your questions and I just love it"
2351,Rated 5 stars out of five stars,I love the app. I feel it gives me more products than the store. But I still love going to the store as I can try things on which is very helpful.
2352,Rated 5 stars out of five stars,I'm shopping clothes shoes
2353,Rated 5 stars out of five stars,Like the fact I don't have to get out of my house to run to the mall to get the discounts. And sometimes the sales is is even better online in comparison with the store. I use the app quite often.
2354,Rated 5 stars out of five stars,Helped me save lots!
2355,Rated 5 stars out of five stars,very good at all
2356,Rated 5 stars out of five stars,that's my favorite store
2357,Rated 5 stars out of five stars,everything is in there
2359,Rated 5 stars out of five stars,Easy to use! No issues with navigating the site to find what you want such as a specific designer. The ORDERING process is accurate! If I could rate it more stars I would!
2360,Rated 5 stars out of five stars,Makes shopping at Macy's almost too easy. App functions well and I've rarely been frustrated. I prefer it over the website.
2361,Rated 4 stars out of five stars,handles my needs very well
2362,Rated 5 stars out of five stars,"Thie Macy's app is so user friendly. It's just like being in the store. Great selection, honors all the sales and discounts. Certainly saves a working grandma lot of time ."
2363,Rated 5 stars out of five stars,"By having installed this app in my cell My shopping at Macy's became so much more convinient and easier by plenty of options it offers. You may check your shopping bag and put whatever you wish into it any time you want so does shopping list is available in this app and order history and tracking nu...
Full Review"
2364,Rated 5 stars out of five stars,i love browsing the sales
2365,Rated 5 stars out of five stars,Navigating the app is very easy. I love the lists option and ordering items to pick up in-store on the same day is awesome.
2366,Rated 5 stars out of five stars,helpful and fulll of great buys
2367,Rated 5 stars out of five stars,Love it! So convenient.
2368,Rated 5 stars out of five stars,Such a convenient app!
2369,Rated 5 stars out of five stars,it's the now thing .
2370,Rated 5 stars out of five stars,i love love me some macy's
2371,Rated 5 stars out of five stars,love it. easy to use
2373,Rated 4 stars out of five stars,haven't had it yet
2374,Rated 5 stars out of five stars,awesome security for my app
2376,Rated 5 stars out of five stars,"its amazing to be able to do my shopping without having to go to the store,convenient and I get the same sale prices and get to use Macy's coupons."
2377,Rated 5 stars out of five stars,I like the app. I really need to be able to save the search filter. The reason is I shop the same brands and sizes. Instead of constantly have to reselect the filter over.
2378,Rated 5 stars out of five stars,app is very easy to use
2379,Rated 5 stars out of five stars,easy to use! love it!
2380,Rated 5 stars out of five stars,It's awesome!!!👍🏽😊
2381,Rated 5 stars out of five stars,App is great and it navigates perfectly. Enjoy many of Macy's deals and promotions. Macy's is my favorite store even when it was Foley's. ☺️
2382,Rated 5 stars out of five stars,Easy to navigate. great online shopping and great selections. well categorized.
2383,Rated 5 stars out of five stars,"I usually can find what I want on the app. Although sometimes when I receive my order it's not always what I envisioned. Usually, it still works out well and I like the app."
2384,Rated 5 stars out of five stars,my experience is great with the app and it's very helpful in finding what you need and location of the store regarding the product availability.
2385,Rated 5 stars out of five stars,the best for every day
2386,Rated 5 stars out of five stars,Love this app!
2388,Rated 5 stars out of five stars,great sales all the times
2389,Rated 5 stars out of five stars,Easy access to Macy's
2390,Rated 5 stars out of five stars,Great prices for the holidays appreciate the quick service and a quick delivery. Some items we're not what I wanted a return it with no questions asked. Keep up the good work.
2393,Rated 4 stars out of five stars,Sometimes when I hit the back button twice by mistake using Android telephone system I can't get back to where I was previously. It would be nice to be able to get to my previous position easily
2394,Rated 5 stars out of five stars,I love me some Macy's
2396,Rated 5 stars out of five stars,"shopping at macys was a wonderful experience, the staff was very noligible and helpful in the dept. they worked at! worked in!"
2397,Rated 5 stars out of five stars,"Awesome!!!👍. Everything works fine, browsing, ordering and checking out. Will use Macy's App again."
2398,Rated 4 stars out of five stars,Great . easy to use.!
2400,Rated 5 stars out of five stars,my favorite store
2401,Rated 5 stars out of five stars,"This latest app update is so much better than in the past. I can do just about anything, including a return. Thanks for listening, Macy's!"
2402,Rated 5 stars out of five stars,I love Macy's
2403,Rated 5 stars out of five stars,Easy to use I love it
2404,Rated 5 stars out of five stars,it's a really good app
2406,Rated 5 stars out of five stars,I love Macy's!
2407,Rated 5 stars out of five stars,I really like this app
2408,Rated 5 stars out of five stars,I am a long time fan
2409,Rated 5 stars out of five stars,i like it very useful
2410,Rated 5 stars out of five stars,"Since last update yesterday can't read the reviews properly anymore, the reviews keep jumping on scroll and not allow me to read, I LOVE Macy's app but this last update issue make it very disturbing"
2411,Rated 5 stars out of five stars,"Fast, user friendly, no lines and fast shipping. Everything you'd expect from and more from Macy's"
2412,Rated 5 stars out of five stars,"Great experience using this app. all from comments, sales,coupons, and scanner is the best, so you know the item price before you reach the next cashier ."
2413,Rated 3 stars out of five stars,"Unable to change password have tried 8 to 10 times. Fed Up!!! All out of new passwords. Love your store , but hard to shop online and get discounts."
2414,Rated 5 stars out of five stars,Love the scanner! Free shipping is the ticket to getting me to buy on line with in store returns! Tracking the orders with email updates is so helpful! Great return policy has kept me a forever Macy customer!
2415,Rated 5 stars out of five stars,Easy to navigate!
2416,Rated 5 stars out of five stars,love the app it awesome
2417,Rated 5 stars out of five stars,I love Macy's
2418,Rated 5 stars out of five stars,"Best app ever. Extremely user friendly, easy to use and navigate. Quick to get what you need from it. Love the price scanner. Love it TYSM MACY'S"
2420,Rated 5 stars out of five stars,easy to use and very helpful
2421,Rated 5 stars out of five stars,Much improved and enjoyable shopping experience with the app vs. using the actual website on my mobile device. An easy way to acess all of your macys information as well!
2422,Rated 5 stars out of five stars,I love the specials.
2423,Rated 5 stars out of five stars,App is very easy to use!
2424,Rated 5 stars out of five stars,Great product detail.
2425,Rated 5 stars out of five stars,gives me what I want
2427,Rated 5 stars out of five stars,Nice app. Makes easy to find stuff and easy to apply coupons with my wallet. Saves a record of my previous orders as well. No need to save your receipts.
2428,Rated 5 stars out of five stars,I haven't had any trouble with the app. Macys has great sales for mens clothing especially on hard to find items in my local store.
2430,Rated 5 stars out of five stars,very good for ordering!
2431,Rated 5 stars out of five stars,I love this store
2432,Rated 5 stars out of five stars,"nice app, easy to use"
2433,Rated 3 stars out of five stars,too many updates...
2434,Rated 5 stars out of five stars,shopping is a breeze
2436,Rated 5 stars out of five stars,Macy's is my everything
2437,Rated 5 stars out of five stars,good customer service
2438,Rated 5 stars out of five stars,"Call me old fashioned, but I'm a ""brick and mortar"" type person. I like knowing what I'm purchasing. I typically use the app in conjunction with my Macy's visit. The app works well, which is all you can really ask."
2439,Rated 5 stars out of five stars,i love shopping online at macy i love selections and all the sales.i love macys
2440,Rated 5 stars out of five stars,"Love this App! Even though I'm physically at my local Macy's 3 to 4 times a week, I'm constantly on the App till my cell phone battery dies on me."
2442,Rated 5 stars out of five stars,I like this app
2443,Rated 5 stars out of five stars,I love Macy's so much. the materials are so super and the price is reasonable. I've been with them for 11 years now.
2444,Rated 5 stars out of five stars,helps me find things that I need
2445,Rated 5 stars out of five stars,"Since i live far from Macy's, i use this app to help me shop for things that i would mormally have to drive long distance to the store for."
2446,Rated 5 stars out of five stars,Love everything MACY'S!!
2447,Rated 5 stars out of five stars,I really enjoy shopping online and in store. In store - I don't have to go looking for a price scanner... why because it's on my phone! Love it!
2448,Rated 5 stars out of five stars,"great app.... let me know when items I have on my wish list is on sale, and give me notice when a Macy's is having a sale"
2449,Rated 3 stars out of five stars,"This app would be better if I can order items. Everytime I try to enter my password, nothing happens!"
2450,Rated 5 stars out of five stars,Very convenient and easy to use.
2451,Rated 5 stars out of five stars,Love Macys! Great app. Easy to use. But also slightly problamatic for my wallet because it is too easy to shop with one click to checkout lol.
2452,Rated 3 stars out of five stars,meh. the pics dont load on the detail screens for the individual items. search atns filter funtions are clunky.
2453,Rated 5 stars out of five stars,Simple and Easy
2454,Rated 5 stars out of five stars,love this store!
2455,Rated 5 stars out of five stars,"Super easy and convenient to use- check prices, check inventory, pay my bill. Love this app!"
2456,Rated 5 stars out of five stars,"You guys have everything that I need, and I can price it. Ship it, or pick it up. What more can a woman ask 4."
2458,Rated 5 stars out of five stars,buy too much stuff
2459,Rated 5 stars out of five stars,easy to find and buy.
2460,Rated 3 stars out of five stars,"Nice app but crashes sometimes, and other times it will freeze and you'll be forced to start your shopping experience all over if your items weren't saved in the shopping bag."
2461,Rated 5 stars out of five stars,great place to shop
2463,Rated 5 stars out of five stars,I ABSOLUTELY love Macy's! it's the absolute stop for my family & myself. Great prices & sales. I get QUALITY at a reasonable price.
2464,Rated 5 stars out of five stars,so helpful and complete
2465,Rated 5 stars out of five stars,very easy and quick
2466,Rated 5 stars out of five stars,I love Macy's
2467,Rated 5 stars out of five stars,Love this. I get reminders about package delivery and when items have shipped. It's awesome!
2468,Rated 5 stars out of five stars,Always a pleasure shopping with Macy's. App is easy to use and it stores pertinent information for easy login and purchases.
2469,Rated 5 stars out of five stars,exceptionalism at it best
